id;caregiver_id;day_of_week;start_time;end_time;is_available;created_at;updated_at
111d82bb-f37a-4834-bbad-3dfd48a0e644;28dd013f-37b6-4706-af01-c18dc6df2918;1;08:00:00;17:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
df8b1be6-5dea-40b6-bf3d-e04dd5830664;28dd013f-37b6-4706-af01-c18dc6df2918;2;08:00:00;17:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
84eda550-571f-469c-a3a5-34e24b875d3f;28dd013f-37b6-4706-af01-c18dc6df2918;3;08:00:00;17:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
144c68a5-2bd2-4a93-824f-012e03b07893;28dd013f-37b6-4706-af01-c18dc6df2918;4;08:00:00;17:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
3dfde892-b398-4130-a8ba-6745198cc73c;28dd013f-37b6-4706-af01-c18dc6df2918;5;08:00:00;17:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
96d1ccfa-d14c-4a75-95bb-e9381f8942f0;64f4c59d-c968-4e28-905d-0b4f2b84ae21;1;09:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
6683bcd6-cbc8-4680-a097-9a1a369cc4b2;64f4c59d-c968-4e28-905d-0b4f2b84ae21;2;09:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
799b7d3f-2b28-4fd0-85f8-e38335be1861;64f4c59d-c968-4e28-905d-0b4f2b84ae21;3;09:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
17e8b7ca-820e-465d-be56-e3d7ec2e8278;64f4c59d-c968-4e28-905d-0b4f2b84ae21;4;09:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
2b3927cb-88ab-430d-b0cf-3598a16f8639;64f4c59d-c968-4e28-905d-0b4f2b84ae21;5;09:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
29cf9315-3755-4781-bfc1-69528e9ef559;0cb5ce76-4e2b-4e50-a9ef-cf4e4a8eb031;1;07:00:00;15:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
8b62ca59-a973-406f-bc66-bdc6ae170dbe;0cb5ce76-4e2b-4e50-a9ef-cf4e4a8eb031;2;07:00:00;15:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
0a52965c-3865-4f53-8958-6fd17824eb43;0cb5ce76-4e2b-4e50-a9ef-cf4e4a8eb031;3;07:00:00;15:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
27859d2e-8d15-4d89-8779-b913e34b1d12;0cb5ce76-4e2b-4e50-a9ef-cf4e4a8eb031;4;07:00:00;15:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
a7753dbe-6ed6-4ec9-b783-741a2b54277e;0cb5ce76-4e2b-4e50-a9ef-cf4e4a8eb031;5;07:00:00;15:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
bcd7d494-c3e1-49ae-a2a4-7984ea7bee17;d5bd3783-d5a7-4e2e-b47d-64a6b4726b15;1;08:00:00;16:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
2e2a183a-669e-4d42-9950-2849263d6adb;d5bd3783-d5a7-4e2e-b47d-64a6b4726b15;2;08:00:00;16:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
eb535868-f83f-4a67-ae41-ea00802e9515;d5bd3783-d5a7-4e2e-b47d-64a6b4726b15;3;08:00:00;16:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
408d5e76-0f1b-4025-ab34-3dc1dc3a6bae;d5bd3783-d5a7-4e2e-b47d-64a6b4726b15;4;08:00:00;16:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
f31b19a9-7a7b-4fe4-911d-2ec6d0a3f5e3;d5bd3783-d5a7-4e2e-b47d-64a6b4726b15;5;08:00:00;16:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
1f9bb02e-c73b-4272-a02b-3b39bda412a9;eb5ef8d2-e63b-4e6d-9b4b-86f6d6cc8113;1;10:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
5935c5e0-f0bd-4c2b-aa23-716bb7055342;eb5ef8d2-e63b-4e6d-9b4b-86f6d6cc8113;2;10:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
9895f63e-4ca4-4d20-a089-6e30bbf9c885;eb5ef8d2-e63b-4e6d-9b4b-86f6d6cc8113;3;10:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
d9b04292-8608-47d0-a560-f27e7a25f46d;eb5ef8d2-e63b-4e6d-9b4b-86f6d6cc8113;4;10:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
1887613b-57f8-4d32-aaf4-0cf11aaf6620;eb5ef8d2-e63b-4e6d-9b4b-86f6d6cc8113;5;10:00:00;18:00:00;true;2025-11-08 04:02:17.810774+00;2025-11-08 04:02:17.810774+00
15dea281-596f-4339-8507-8641fb3d080e;b2916c5b-ad98-44cf-aaf8-9e44502adb48;1;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
fd2a6434-aff4-41fb-bd39-3df90abe3e9d;b2916c5b-ad98-44cf-aaf8-9e44502adb48;2;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
268d397b-a7e5-41a3-a0c3-eab799037384;b2916c5b-ad98-44cf-aaf8-9e44502adb48;3;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
8e3c7902-d67c-4a95-9ed7-7112966c00f5;b2916c5b-ad98-44cf-aaf8-9e44502adb48;4;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
12c87fac-4ae5-41e7-8687-663d701e52dc;b2916c5b-ad98-44cf-aaf8-9e44502adb48;5;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
c9d85fcd-14ec-4552-be94-eca204bd018c;b2916c5b-ad98-44cf-aaf8-9e44502adb48;6;09:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
56ca054d-b5c0-4ded-b95e-804d9fad8de2;d4c4bfa4-e8ba-4223-8902-91a9d3a9c2fc;1;06:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
857526d9-b6f7-472c-b688-eb55b18dee87;d4c4bfa4-e8ba-4223-8902-91a9d3a9c2fc;2;06:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
235383dd-13be-4763-9d88-45f796a1109e;d4c4bfa4-e8ba-4223-8902-91a9d3a9c2fc;3;06:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
2449016e-8a89-434a-ae92-61f2ef94c6fc;d4c4bfa4-e8ba-4223-8902-91a9d3a9c2fc;4;06:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
24b73550-9ad5-4ca5-9788-d05c72d7e394;d4c4bfa4-e8ba-4223-8902-91a9d3a9c2fc;5;06:00:00;14:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
4134421e-df85-498f-bea7-dc93be208edc;c5ea6495-442d-4f6d-a659-723470c46236;1;12:00:00;20:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
d6e0fd6a-e918-4183-8d4b-f8071b79a140;c5ea6495-442d-4f6d-a659-723470c46236;2;12:00:00;20:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
6628fc96-2c0b-4084-9be4-52c2d25b8fd2;c5ea6495-442d-4f6d-a659-723470c46236;3;12:00:00;20:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
b320f28b-2756-4b56-b992-c63d3162dfca;c5ea6495-442d-4f6d-a659-723470c46236;4;12:00:00;20:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
333482f0-0525-4bf6-9e93-10540613d914;c5ea6495-442d-4f6d-a659-723470c46236;5;12:00:00;20:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
0cc82863-9c91-4ca8-b3d3-91a9f8568a98;3b3ae194-b792-47da-a281-d41e35d8348d;1;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
9fbe40af-3d5a-4539-abba-66cab9d361eb;3b3ae194-b792-47da-a281-d41e35d8348d;2;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
4d0ac806-59d8-4f71-a0b8-255160a8f95c;3b3ae194-b792-47da-a281-d41e35d8348d;3;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
ca05578e-9536-4deb-9977-1342f2fe6eb3;3b3ae194-b792-47da-a281-d41e35d8348d;4;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
2b2ba89a-43e0-420c-8abd-16ad5b969a7f;3b3ae194-b792-47da-a281-d41e35d8348d;5;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
0fcdaa0c-c5ac-4e6f-87aa-582d0c1b38ca;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;1;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
fe9fc360-23fc-4e86-b6d5-d1b7dcb7b5b8;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;2;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
f135774b-3604-416a-9b94-6c56a20d8dc6;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;3;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
60f95dfd-9c42-46c7-a8ec-332d23ab2977;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;4;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
0fb45a45-2bef-4094-a998-a1a92bb51eaf;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;5;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
95a2872f-8a13-489a-ba35-6f885f745ebf;a5217ac4-75a8-4ecb-bff5-2fb6808f1ef8;0;10:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
ac5bfd6e-721b-4625-9d4a-88a63de5691f;ea8b8458-33e6-46ae-8d84-114aaba41661;1;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
9b5951e2-3fcb-482e-85c9-8dc50690731a;ea8b8458-33e6-46ae-8d84-114aaba41661;2;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
8f7bbaa8-f97f-4f08-868c-995ac3359e31;ea8b8458-33e6-46ae-8d84-114aaba41661;3;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
eea8bed4-4559-475a-94c6-353d9a15b63f;ea8b8458-33e6-46ae-8d84-114aaba41661;4;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
881312db-aaff-413d-b484-9bcb96708683;ea8b8458-33e6-46ae-8d84-114aaba41661;5;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
53dced9a-8589-4e6b-9a42-ad5d1c00ff4e;92b8196c-d58e-4ad7-ad96-06de611114b7;1;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
38d5c3e9-92c1-468e-81ac-834ad8b38168;92b8196c-d58e-4ad7-ad96-06de611114b7;2;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
70654c8d-2a12-4496-a454-8ab322fb0e63;92b8196c-d58e-4ad7-ad96-06de611114b7;3;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
b79fade0-585b-4dfc-8e22-4f5512786fc8;92b8196c-d58e-4ad7-ad96-06de611114b7;4;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
27a1d82d-e60e-4685-9e0c-31bc1925eb1b;92b8196c-d58e-4ad7-ad96-06de611114b7;5;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
025d3a69-336a-4a77-883d-a4390d9ea71d;3d9fdcc2-46c2-4056-b3a1-f4006ec8cdd6;1;10:00:00;18:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
d1bc4285-8b63-4319-b826-abfb7f96b6e2;3d9fdcc2-46c2-4056-b3a1-f4006ec8cdd6;2;10:00:00;18:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
d5cb74f0-bf2d-4cb2-9856-bf43ac0464f9;3d9fdcc2-46c2-4056-b3a1-f4006ec8cdd6;3;10:00:00;18:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
62fa488e-9811-4a4f-8fda-ae42d48d93da;3d9fdcc2-46c2-4056-b3a1-f4006ec8cdd6;4;10:00:00;18:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
8cb3fdf9-6e29-4d67-a31c-2561e93c9e5e;3d9fdcc2-46c2-4056-b3a1-f4006ec8cdd6;5;10:00:00;18:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
0105ff5e-1261-47fe-9bdb-5e09b578d228;373ba156-2b50-4f19-bc9b-78c48b699854;1;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
dd478a73-e73a-451f-91e9-e17b674db5d4;373ba156-2b50-4f19-bc9b-78c48b699854;2;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
f9bd0db1-1b58-46ad-8296-fae26fd56051;373ba156-2b50-4f19-bc9b-78c48b699854;3;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
81b973e2-ddf1-4f5c-bbca-c3ebcc2fc570;373ba156-2b50-4f19-bc9b-78c48b699854;4;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
211d4f49-1cc8-4258-bdd9-e7b7ddd191ec;373ba156-2b50-4f19-bc9b-78c48b699854;5;08:00:00;16:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
20005d0e-eed2-49ed-9923-5aea5d1d38d1;efcc4a22-eacc-4678-b12d-8cfe2986b5f8;1;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
